date,rms,median,mean
2013-12-20 23:00:00,0.665039,42.197136,42.147746
2013-12-22 23:00:00,1.482649,42.799512,42.475590
2013-12-23 23:00:00,1.395121,42.732944,42.487309
2013-12-24 23:00:00,1.400384,42.391572,42.243845
2013-12-25 23:00:00,1.328498,42.799691,42.560032
2013-12-26 23:00:00,1.429343,42.146523,41.943383
2013-12-27 23:00:00,2.611632,38.843653,40.114470
2013-12-29 23:00:00,0.936890,41.738416,41.614828
2014-01-26 23:00:00,1.542330,41.302956,40.843391
2014-01-27 23:00:00,1.429489,42.460623,42.030813
2014-01-28 23:00:00,1.238471,42.712850,42.538575
2014-01-31 23:00:00,1.023140,42.347668,42.113533
2014-02-01 23:00:00,1.307004,42.351533,42.122450
2014-02-02 23:00:00,1.359618,42.328822,42.181220
2014-01-07 23:00:00,1.093222,42.091645,41.889422
2014-01-05 23:00:00,1.330972,42.467785,42.264681
2014-01-06 23:00:00,1.259595,42.575638,42.250824
2014-01-11 23:00:00,2.273752,38.243243,39.456307
2014-01-12 23:00:00,1.624926,42.054502,42.069646
2014-01-13 23:00:00,1.546734,41.525796,41.278826
2014-01-21 23:00:00,1.002352,42.073102,42.117398
2014-02-10 23:00:00,1.303748,42.118459,41.794076
2014-02-11 23:00:00,1.230664,42.086725,41.868460
2014-02-21 23:00:00,1.106310,41.895370,41.969935
2014-02-22 23:00:00,1.431420,42.382793,42.297092
2014-02-23 23:00:00,2.219062,40.628827,40.157987
2014-02-24 23:00:00,1.327290,42.110636,41.812586
2014-02-25 23:00:00,1.123154,41.841815,41.643364
2014-02-03 23:00:00,1.052930,41.879783,41.747607
2014-02-04 23:00:00,0.860021,42.542391,42.394533
2014-02-05 23:00:00,1.146982,42.278210,42.080271
2014-02-06 23:00:00,0.606860,43.056846,42.992745
2014-02-07 23:00:00,2.213762,41.218923,40.163553
2014-02-08 23:00:00,1.203688,42.366944,42.275538
2014-02-09 23:00:00,1.123054,42.371260,42.298442
2014-03-06 23:00:00,0.844128,42.400602,42.164475
2014-03-08 23:00:00,1.131344,42.278887,42.075691
2013-12-30 23:00:00,1.621876,41.750996,42.098204
2013-12-31 23:00:00,1.311222,42.159520,42.156623
2014-01-01 23:00:00,1.258879,42.050578,42.005613
2014-01-03 23:00:00,1.218212,42.737658,42.696398
2013-12-21 23:00:00,1.171779,42.170086,41.992186
2014-01-02 23:00:00,1.481872,42.294584,42.137625
2014-01-04 23:00:00,0.879200,42.449333,42.465021
2014-02-26 23:00:00,1.186011,41.397647,41.505655
2014-02-28 23:00:00,1.216643,41.616310,41.526155
2014-03-01 23:00:00,1.476587,42.306641,42.016424
2014-03-02 23:00:00,1.120988,41.956039,41.744630
2014-03-03 23:00:00,1.266216,42.084776,41.879058
2014-03-04 23:00:00,1.207391,41.857109,41.605717
2014-03-05 23:00:00,1.295890,42.316705,41.993988
